network,latitude,longitude
15.228.126.200/29,-24,-47
15.228.126.48/30,-24,-47
15.228.126.72/30,-24,-47
15.228.129.0/24,-24,-47
15.228.144.0/24,-24,-47
15.228.150.128/26,-24,-47
15.228.151.0/24,-24,-47
15.228.72.64/26,-24,-47
15.228.92.192/28,-24,-47
15.228.92.208/28,-24,-47
15.228.92.224/27,-24,-47
15.228.97.0/24,-24,-47
15.229.36.0/23,-24,-47
15.229.40.0/23,-24,-47
177.71.207.128/26,-24,-47
18.228.1.0/29,-24,-47
18.228.1.16/29,-24,-47
18.228.1.8/29,-24,-47
18.228.246.0/23,-24,-47
18.228.70.32/29,-24,-47
18.229.100.0/26,-24,-47
18.229.100.112/30,-24,-47
18.229.100.116/30,-24,-47
18.229.100.128/27,-24,-47
18.229.100.160/27,-24,-47
18.229.100.192/26,-24,-47
18.229.220.128/26,-24,-47
18.229.220.192/26,-24,-47
18.229.37.0/27,-24,-47
18.229.37.32/27,-24,-47
18.229.70.96/27,-24,-47
18.229.99.0/24,-24,-47
18.230.103.0/24,-24,-47
18.230.104.0/23,-24,-47
18.230.46.0/27,-24,-47
18.230.46.128/26,-24,-47
18.230.46.32/27,-24,-47
18.230.54.0/23,-24,-47
18.231.105.0/28,-24,-47
18.231.105.128/27,-24,-47
18.231.105.160/29,-24,-47
18.231.105.168/29,-24,-47
18.231.105.176/29,-24,-47
18.231.105.184/29,-24,-47
18.231.194.8/29,-24,-47
54.232.40.64/26,-24,-47
54.233.204.0/24,-24,-47
54.233.255.128/26,-24,-47
107.23.255.0/26,39,-77
18.206.107.160/29,39,-77
18.206.107.24/29,39,-77
18.209.113.240/28,39,-77
18.209.113.64/27,39,-77
18.213.156.96/28,39,-77
18.232.1.128/26,39,-77
18.232.1.192/26,39,-77
18.232.1.32/30,39,-77
18.232.1.36/30,39,-77
18.232.1.40/30,39,-77
18.232.1.44/30,39,-77
18.232.1.48/28,39,-77
18.232.1.64/26,39,-77
3.208.72.176/28,39,-77
3.209.202.48/28,39,-77
3.209.83.0/27,39,-77
3.209.83.144/28,39,-77
3.209.83.160/27,39,-77
3.209.83.192/26,39,-77
3.209.83.32/27,39,-77
3.209.83.64/27,39,-77
3.209.83.96/27,39,-77
3.209.84.0/25,39,-77
3.209.84.128/25,39,-77
3.209.85.0/25,39,-77
3.209.85.128/27,39,-77
3.209.85.160/27,39,-77
3.209.85.192/27,39,-77
3.209.87.0/25,39,-77
3.209.87.128/25,39,-77
3.216.135.0/24,39,-77
3.216.136.0/21,39,-77
3.216.144.0/23,39,-77
3.216.148.0/22,39,-77
3.216.99.160/27,39,-77
3.217.228.0/22,39,-77
3.218.180.0/25,39,-77
3.218.180.128/25,39,-77
3.218.181.0/25,39,-77
3.218.181.128/25,39,-77
3.218.182.0/25,39,-77
3.218.182.128/25,39,-77
3.218.183.0/25,39,-77
3.218.183.128/25,39,-77
3.227.250.128/25,39,-77
3.228.170.0/26,39,-77
3.228.170.128/25,39,-77
3.228.170.64/26,39,-77
3.228.171.0/25,39,-77
3.228.171.128/25,39,-77
3.228.172.0/25,39,-77
3.228.172.128/25,39,-77
3.228.173.0/25,39,-77
3.228.173.128/26,39,-77
3.228.173.192/26,39,-77
3.228.181.0/24,39,-77
3.228.182.0/31,39,-77
3.228.182.10/32,39,-77
3.228.182.100/32,39,-77
3.228.182.46/31,39,-77
3.228.182.48/28,39,-77
3.228.182.5/32,39,-77
3.228.182.6/31,39,-77
3.228.182.64/27,39,-77
3.228.182.8/31,39,-77
3.228.182.96/30,39,-77
3.231.2.0/25,39,-77
3.234.232.224/27,39,-77
3.234.248.192/26,39,-77
3.235.112.0/21,39,-77
3.235.189.100/30,39,-77
3.235.189.96/30,39,-77
3.235.202.128/26,39,-77
3.235.26.0/23,39,-77
3.235.32.0/21,39,-77
3.236.169.0/25,39,-77
3.236.169.192/26,39,-77
3.236.32.0/22,39,-77
3.236.48.0/23,39,-77
3.236.94.128/25,39,-77
3.237.107.0/25,39,-77
3.238.167.0/24,39,-77
3.238.178.100/30,39,-77
3.238.178.104/29,39,-77
3.238.178.112/29,39,-77
3.238.178.120/31,39,-77
3.238.178.128/27,39,-77
3.238.178.160/29,39,-77
3.238.178.168/30,39,-77
3.238.178.197/32,39,-77
3.238.178.198/31,39,-77
3.238.178.200/29,39,-77
3.238.178.208/28,39,-77
3.238.178.224/27,39,-77
3.238.207.0/26,39,-77
3.238.207.128/25,39,-77
3.238.208.0/25,39,-77
3.238.208.128/25,39,-77
3.238.209.0/25,39,-77
3.238.209.128/25,39,-77
3.238.210.0/25,39,-77
3.238.212.0/22,39,-77
3.238.216.128/25,39,-77
3.239.152.0/31,39,-77
3.239.152.12/31,39,-77
3.239.152.128/29,39,-77
3.239.152.136/31,39,-77
3.239.152.46/31,39,-77
3.239.152.48/28,39,-77
3.239.152.5/32,39,-77
3.239.152.6/31,39,-77
3.239.152.64/26,39,-77
3.239.152.8/30,39,-77
3.239.153.0/24,39,-77
3.239.154.0/24,39,-77
3.239.155.0/24,39,-77
3.239.156.0/31,39,-77
3.239.156.10/31,39,-77
3.239.156.100/30,39,-77
3.239.156.104/29,39,-77
3.239.156.112/29,39,-77
3.239.157.188/30,39,-77
3.239.157.19/32,39,-77
3.239.157.192/26,39,-77
3.239.157.2/31,39,-77
3.239.157.20/30,39,-77
3.239.157.24/29,39,-77
3.239.157.32/27,39,-77
3.239.157.4/30,39,-77
3.239.157.64/27,39,-77
3.239.157.8/31,39,-77
3.239.157.96/30,39,-77
3.239.232.0/24,39,-77
3.83.168.0/22,39,-77
3.91.171.128/25,39,-77
34.195.252.0/24,39,-77
34.226.106.180/32,39,-77
34.226.14.0/24,39,-77
34.228.4.208/28,39,-77
34.231.114.205/32,39,-77
34.231.213.21/32,39,-77
34.236.241.44/30,39,-77
34.238.188.0/29,39,-77
35.168.231.216/29,39,-77
35.170.83.0/25,39,-77
35.170.83.144/28,39,-77
35.170.83.160/28,39,-77
35.170.83.176/28,39,-77
35.170.83.192/26,39,-77
35.171.100.0/28,39,-77
35.171.100.128/26,39,-77
35.171.100.208/28,39,-77
35.171.100.224/27,39,-77
35.171.100.64/26,39,-77
35.172.155.192/27,39,-77
35.172.155.96/27,39,-77
44.192.134.240/28,39,-77
44.192.135.0/25,39,-77
44.192.135.128/25,39,-77
44.192.140.112/28,39,-77
44.192.140.128/29,39,-77
44.192.140.64/28,39,-77
44.192.245.160/28,39,-77
44.192.255.128/28,39,-77
44.194.111.224/30,39,-77
44.199.180.0/23,39,-77
44.199.222.128/26,39,-77
44.202.79.128/25,39,-77
52.23.61.0/24,39,-77
52.23.62.0/24,39,-77
52.55.191.224/27,39,-77
54.243.31.192/26,39,-77
13.59.250.0/26,40,-83
18.117.239.68/30,40,-83
18.188.9.0/27,40,-83
18.188.9.32/27,40,-83
18.188.9.64/29,40,-83
18.188.9.80/29,40,-83
18.188.9.88/29,40,-83
18.216.170.128/25,40,-83
18.217.41.192/29,40,-83
18.217.41.200/29,40,-83
18.217.41.208/29,40,-83
18.217.41.216/29,40,-83
18.217.41.64/26,40,-83
3.12.216.0/22,40,-83
3.12.23.128/26,40,-83
3.12.23.88/30,40,-83
3.12.23.92/30,40,-83
3.128.56.128/26,40,-83
3.128.56.192/26,40,-83
3.128.56.64/26,40,-83
3.128.93.0/24,40,-83
3.134.215.0/24,40,-83
3.139.136.128/27,40,-83
3.139.136.184/30,40,-83
3.139.136.192/26,40,-83
3.140.136.128/27,40,-83
3.141.102.184/29,40,-83
3.141.102.192/30,40,-83
3.141.102.208/28,40,-83
3.141.102.224/28,40,-83
3.143.206.104/29,40,-83
3.144.141.192/26,40,-83
3.145.220.0/22,40,-83
3.145.230.0/24,40,-83
3.145.31.0/26,40,-83
3.145.31.128/26,40,-83
3.15.35.0/24,40,-83
3.15.36.0/26,40,-83
3.15.36.64/26,40,-83
3.16.146.0/29,40,-83
3.17.136.0/23,40,-83
3.18.132.0/26,40,-83
3.18.132.64/26,40,-83
3.19.147.0/25,40,-83
3.19.147.128/25,40,-83
3.21.86.0/23,40,-83
52.15.127.128/26,40,-83
52.15.247.208/29,40,-83
13.52.1.0/28,37,-122
13.52.1.16/28,37,-122
13.52.1.32/29,37,-122
13.52.110.192/26,37,-122
13.52.118.0/23,37,-122
13.52.146.128/28,37,-122
13.52.146.192/26,37,-122
13.52.200.160/27,37,-122
13.52.201.0/24,37,-122
13.52.202.0/24,37,-122
13.52.232.224/27,37,-122
13.52.32.96/27,37,-122
13.52.6.112/29,37,-122
13.56.112.168/29,37,-122
13.56.32.200/29,37,-122
13.57.180.176/29,37,-122
13.57.180.184/29,37,-122
13.57.180.208/29,37,-122
13.57.180.216/29,37,-122
13.57.180.64/26,37,-122
18.144.158.0/27,37,-122
18.144.158.64/26,37,-122
18.144.184.0/23,37,-122
18.144.76.128/25,37,-122
18.144.76.32/29,37,-122
3.101.100.128/25,37,-122
3.101.114.0/26,37,-122
3.101.114.64/26,37,-122
3.101.145.192/27,37,-122
3.101.145.224/27,37,-122
3.101.156.0/26,37,-122
3.101.157.128/25,37,-122
3.101.158.0/23,37,-122
3.101.160.240/29,37,-122
3.101.160.44/30,37,-122
3.101.160.48/28,37,-122
3.101.161.0/25,37,-122
3.101.161.128/25,37,-122
3.101.162.0/24,37,-122
3.101.163.0/26,37,-122
3.101.163.64/28,37,-122
3.101.163.80/28,37,-122
3.101.163.96/28,37,-122
3.101.164.0/24,37,-122
3.101.176.0/24,37,-122
3.101.177.20/30,37,-122
3.101.177.48/29,37,-122
3.101.194.128/26,37,-122
3.101.200.0/24,37,-122
3.101.201.128/25,37,-122
3.101.202.0/23,37,-122
3.101.208.0/24,37,-122
3.101.209.0/26,37,-122
3.101.52.208/30,37,-122
3.101.52.212/30,37,-122
3.101.87.0/26,37,-122
52.52.191.128/26,37,-122
54.183.255.128/26,37,-122
54.241.32.64/26,37,-122
18.236.61.0/25,46,-120
18.237.140.160/29,46,-120
34.216.226.136/29,46,-120
34.216.226.144/28,46,-120
34.216.226.192/28,46,-120
34.216.226.208/28,46,-120
34.216.226.224/29,46,-120
34.216.226.232/29,46,-120
34.216.226.240/28,46,-120
34.216.51.0/25,46,-120
34.217.141.0/28,46,-120
34.217.141.16/28,46,-120
34.217.141.224/27,46,-120
34.217.141.32/28,46,-120
34.218.119.112/28,46,-120
34.218.119.128/28,46,-120
34.218.119.144/28,46,-120
34.218.119.32/27,46,-120
34.218.119.80/28,46,-120
34.218.119.96/28,46,-120
34.218.216.160/28,46,-120
34.218.216.176/28,46,-120
34.218.216.208/28,46,-120
34.218.216.240/28,46,-120
34.221.183.224/27,46,-120
34.221.183.32/27,46,-120
34.222.66.64/27,46,-120
34.223.112.0/26,46,-120
34.223.112.128/25,46,-120
34.223.112.64/27,46,-120
34.223.12.224/27,46,-120
34.223.21.192/26,46,-120
34.223.22.176/29,46,-120
34.223.24.0/22,46,-120
34.223.37.224/27,46,-120
34.223.45.0/25,46,-120
34.223.45.128/25,46,-120
34.223.46.0/25,46,-120
34.223.46.128/25,46,-120
34.223.47.0/27,46,-120
34.223.47.128/25,46,-120
34.223.49.128/25,46,-120
34.223.51.0/26,46,-120
34.223.64.224/27,46,-120
34.223.68.0/22,46,-120
34.223.72.0/23,46,-120
34.223.74.0/25,46,-120
34.223.80.192/26,46,-120
34.223.92.0/25,46,-120
34.223.95.176/28,46,-120
35.162.63.192/26,46,-120
35.167.191.128/26,46,-120
35.80.35.0/24,46,-120
35.80.36.192/28,46,-120
35.80.36.208/28,46,-120
35.80.36.224/28,46,-120
35.80.88.0/22,46,-120
35.80.92.0/22,46,-120
35.82.136.192/29,46,-120
35.83.248.40/29,46,-120
35.84.36.0/30,46,-120
35.86.187.128/26,46,-120
35.86.66.0/23,46,-120
35.89.72.0/25,46,-120
44.227.178.0/24,46,-120
44.233.54.0/23,46,-120
44.234.106.0/23,46,-120
44.234.108.128/25,46,-120
44.234.113.64/26,46,-120
44.234.123.128/26,46,-120
44.234.123.64/26,46,-120
44.234.22.128/26,46,-120
44.234.28.0/22,46,-120
44.234.54.0/23,46,-120
44.234.73.116/30,46,-120
44.234.73.120/30,46,-120
44.234.90.252/30,46,-120
44.242.143.180/31,46,-120
44.242.143.224/30,46,-120
44.242.143.242/31,46,-120
44.242.143.244/30,46,-120
44.242.143.248/31,46,-120
44.242.143.250/31,46,-120
44.242.143.252/30,46,-120
44.242.161.0/30,46,-120
44.242.161.10/31,46,-120
44.242.161.12/30,46,-120
44.242.161.16/31,46,-120
44.242.161.20/30,46,-120
44.242.161.4/31,46,-120
44.242.161.6/31,46,-120
44.242.161.8/31,46,-120
44.242.176.192/26,46,-120
44.242.177.0/26,46,-120
44.242.177.128/27,46,-120
44.242.177.64/26,46,-120
44.242.178.0/24,46,-120
44.242.179.0/24,46,-120
44.242.180.0/24,46,-120
44.242.181.0/27,46,-120
44.242.181.32/28,46,-120
44.242.184.128/25,46,-120
52.43.76.88/29,46,-120
54.190.198.32/28,46,-120
54.244.46.0/23,46,-120
54.244.52.192/26,46,-120
54.245.168.0/26,46,-120
72.14.177.0/24,33,-97
72.14.176.0/24,33,-97
72.14.178.0/24,33,-97
72.14.179.0/24,33,-97
72.14.181.0/24,33,-97
72.14.182.0/24,33,-97
72.14.183.0/24,33,-97
72.14.184.0/24,33,-97
72.14.185.0/24,33,-97
72.14.186.0/24,33,-97
72.14.187.0/24,33,-97
72.14.188.0/24,33,-97
97.107.128.0/24,41,-74
97.107.129.0/24,41,-74
97.107.130.0/24,41,-74
97.107.131.0/24,41,-74
97.107.132.0/24,41,-74
97.107.133.0/24,41,-74
97.107.134.0/24,41,-74
97.107.135.0/24,41,-74
74.207.224.0/24,34,-84
74.207.225.0/24,34,-84
74.207.226.0/24,34,-84
74.207.227.0/24,34,-84
74.207.228.0/24,34,-84
74.207.229.0/24,34,-84
74.207.230.0/24,34,-84
74.207.231.0/24,34,-84
74.207.232.0/24,34,-84
74.207.233.0/24,34,-84
74.207.234.0/24,34,-84
74.207.235.0/24,34,-84
74.207.236.0/24,34,-84
74.207.237.0/24,34,-84
74.207.240.0/24,38,-122
74.207.241.0/24,38,-122
74.207.242.0/24,38,-122
74.207.243.0/24,38,-122
74.207.244.0/24,38,-122
74.207.245.0/24,38,-122
74.207.246.0/24,38,-122
74.207.247.0/24,38,-122
74.207.248.0/24,38,-122
74.207.249.0/24,38,-122
74.207.250.0/24,38,-122
74.207.251.0/24,38,-122
74.207.252.0/24,38,-122
74.207.253.0/24,38,-122
74.207.254.0/24,38,-122
97.107.136.0/24,41,-74
97.107.137.0/24,41,-74
97.107.138.0/24,41,-74
97.107.139.0/24,41,-74
97.107.140.0/24,41,-74
97.107.141.0/24,41,-74
97.107.142.0/24,41,-74
72.14.189.0/24,33,-97
72.14.190.0/24,33,-97
72.14.191.0/24,33,-97
69.164.192.0/24,33,-97
69.164.193.0/24,33,-97
69.164.194.0/24,33,-97
69.164.195.0/24,33,-97
69.164.196.0/24,33,-97
69.164.197.0/24,33,-97
69.164.198.0/24,33,-97
69.164.199.0/24,33,-97
69.164.201.0/24,33,-97
69.164.202.0/24,33,-97
69.164.203.0/24,33,-97
69.164.204.0/24,33,-97
69.164.205.0/24,33,-97
69.164.206.0/24,33,-97
69.164.207.0/24,33,-97
69.164.208.0/24,41,-74
69.164.209.0/24,41,-74
69.164.210.0/24,41,-74
69.164.211.0/24,41,-74
69.164.212.0/24,41,-74
69.164.213.0/24,41,-74
69.164.214.0/24,41,-74
69.164.215.0/24,41,-74
69.164.216.0/24,41,-74
69.164.217.0/24,41,-74
69.164.218.0/24,41,-74
69.164.219.0/24,41,-74
69.164.220.0/24,41,-74
69.164.221.0/24,41,-74
69.164.222.0/24,41,-74
173.230.144.0/24,38,-122
173.230.145.0/24,38,-122
173.230.146.0/24,38,-122
173.230.147.0/24,38,-122
173.230.148.0/24,38,-122
173.230.149.0/24,38,-122
173.230.150.0/24,38,-122
173.230.151.0/24,38,-122
173.230.152.0/24,38,-122
173.230.153.0/24,38,-122
173.230.154.0/24,38,-122
173.230.155.0/24,38,-122
173.230.156.0/24,38,-122
173.230.157.0/24,38,-122
173.230.128.0/24,34,-84
173.230.129.0/24,34,-84
173.230.130.0/24,34,-84
173.230.131.0/24,34,-84
173.230.132.0/24,34,-84
173.230.133.0/24,34,-84
173.230.134.0/24,34,-84
173.230.135.0/24,34,-84
173.230.136.0/24,34,-84
173.230.137.0/24,34,-84
173.230.138.0/24,34,-84
173.230.139.0/24,34,-84
173.230.140.0/24,34,-84
173.230.141.0/24,34,-84
173.230.142.0/24,34,-84
173.230.143.0/24,34,-84
173.230.158.0/24,38,-122
173.255.192.0/24,33,-97
173.255.193.0/24,33,-97
173.255.194.0/24,33,-97
173.255.195.0/24,33,-97
173.255.196.0/24,33,-97
173.255.197.0/24,33,-97
173.255.198.0/24,33,-97
173.255.199.0/24,33,-97
173.255.200.0/24,33,-97
173.255.201.0/24,33,-97
173.255.202.0/24,33,-97
173.255.203.0/24,33,-97
173.255.204.0/24,33,-97
173.255.205.0/24,33,-97
173.255.206.0/24,33,-97
173.255.208.0/24,38,-122
173.255.209.0/24,38,-122
173.255.210.0/24,38,-122
173.255.211.0/24,38,-122
173.255.212.0/24,38,-122
173.255.213.0/24,38,-122
173.255.214.0/24,38,-122
173.255.215.0/24,38,-122
173.255.216.0/24,38,-122
173.255.217.0/24,38,-122
173.255.218.0/24,38,-122
173.255.219.0/24,38,-122
173.255.220.0/24,38,-122
173.255.221.0/24,38,-122
173.255.223.0/24,38,-122
173.255.224.0/24,41,-74
173.255.225.0/24,41,-74
173.255.226.0/24,41,-74
173.255.227.0/24,41,-74
173.255.228.0/24,41,-74
173.255.229.0/24,41,-74
173.255.230.0/24,41,-74
173.255.231.0/24,41,-74
173.255.232.0/24,41,-74
173.255.233.0/24,41,-74
173.255.234.0/24,41,-74
173.255.235.0/24,41,-74
173.255.236.0/24,41,-74
173.255.237.0/24,41,-74
173.255.238.0/24,41,-74
173.255.240.0/24,38,-122
173.255.241.0/24,38,-122
173.255.242.0/24,38,-122
173.255.243.0/24,38,-122
173.255.244.0/24,38,-122
173.255.245.0/24,38,-122
173.255.246.0/24,38,-122
173.255.247.0/24,38,-122
173.255.248.0/24,38,-122
173.255.249.0/24,38,-122
173.255.250.0/24,38,-122
173.255.251.0/24,38,-122
173.255.252.0/24,38,-122
173.255.253.0/24,38,-122
173.255.254.0/24,38,-122
173.255.255.0/24,38,-122
66.228.32.0/24,41,-74
66.228.33.0/24,41,-74
66.228.34.0/24,41,-74
66.228.35.0/24,41,-74
66.228.36.0/24,41,-74
66.228.37.0/24,41,-74
66.228.38.0/24,41,-74
66.228.39.0/24,41,-74
66.228.48.0/24,33,-97
66.228.49.0/24,33,-97
66.228.50.0/24,33,-97
66.228.51.0/24,33,-97
66.228.52.0/24,33,-97
66.228.53.0/24,33,-97
66.228.54.0/24,33,-97
66.228.55.0/24,33,-97
66.228.56.0/24,34,-84
66.228.57.0/24,34,-84
66.228.58.0/24,34,-84
66.228.59.0/24,34,-84
66.228.60.0/24,34,-84
66.228.61.0/24,34,-84
66.228.62.0/24,34,-84
66.228.40.0/24,41,-74
66.228.41.0/24,41,-74
66.228.42.0/24,41,-74
66.228.43.0/24,41,-74
66.228.44.0/24,41,-74
66.228.45.0/24,41,-74
66.228.46.0/24,41,-74
66.228.47.0/24,41,-74
96.126.96.0/24,38,-122
96.126.97.0/24,38,-122
96.126.98.0/24,38,-122
96.126.100.0/24,38,-122
96.126.101.0/24,38,-122
96.126.102.0/24,38,-122
96.126.103.0/24,38,-122
96.126.112.0/24,33,-97
96.126.113.0/24,33,-97
96.126.114.0/24,33,-97
96.126.115.0/24,33,-97
96.126.116.0/24,33,-97
96.126.117.0/24,33,-97
96.126.118.0/24,33,-97
96.126.104.0/24,41,-74
96.126.105.0/24,41,-74
96.126.106.0/24,41,-74
96.126.107.0/24,41,-74
96.126.108.0/24,41,-74
96.126.109.0/24,41,-74
96.126.110.0/24,41,-74
96.126.111.0/24,41,-74
96.126.120.0/24,33,-97
96.126.121.0/24,33,-97
96.126.122.0/24,33,-97
96.126.123.0/24,33,-97
96.126.124.0/24,33,-97
96.126.125.0/24,33,-97
96.126.126.0/24,33,-97
96.126.127.0/24,33,-97
50.116.0.0/24,38,-122
50.116.1.0/24,38,-122
50.116.2.0/24,38,-122
50.116.3.0/24,38,-122
50.116.4.0/24,38,-122
50.116.5.0/24,38,-122
50.116.6.0/24,38,-122
50.116.7.0/24,38,-122
50.116.8.0/24,38,-122
50.116.9.0/24,38,-122
50.116.10.0/24,38,-122
50.116.11.0/24,38,-122
50.116.12.0/24,38,-122
50.116.13.0/24,38,-122
50.116.14.0/24,38,-122
50.116.15.0/24,38,-122
50.116.48.0/24,41,-74
50.116.49.0/24,41,-74
50.116.50.0/24,41,-74
50.116.51.0/24,41,-74
50.116.52.0/24,41,-74
50.116.53.0/24,41,-74
50.116.54.0/24,41,-74
50.116.55.0/24,41,-74
50.116.56.0/24,41,-74
50.116.57.0/24,41,-74
50.116.58.0/24,41,-74
50.116.59.0/24,41,-74
50.116.60.0/24,41,-74
50.116.61.0/24,41,-74
50.116.62.0/24,41,-74
50.116.63.0/24,41,-74
50.116.32.0/24,34,-84
50.116.33.0/24,34,-84
50.116.34.0/24,34,-84
50.116.35.0/24,34,-84
50.116.36.0/24,34,-84
50.116.37.0/24,34,-84
50.116.38.0/24,34,-84
50.116.39.0/24,34,-84
50.116.40.0/24,34,-84
50.116.41.0/24,34,-84
50.116.42.0/24,34,-84
50.116.43.0/24,34,-84
50.116.44.0/24,34,-84
50.116.45.0/24,34,-84
50.116.46.0/24,34,-84
50.116.47.0/24,34,-84
50.116.16.0/24,33,-97
50.116.17.0/24,33,-97
50.116.18.0/24,33,-97
50.116.19.0/24,33,-97
50.116.20.0/24,33,-97
50.116.21.0/24,33,-97
50.116.22.0/24,33,-97
50.116.23.0/24,33,-97
50.116.24.0/24,33,-97
50.116.25.0/24,33,-97
50.116.26.0/24,33,-97
50.116.27.0/24,33,-97
50.116.28.0/24,33,-97
50.116.29.0/24,33,-97
50.116.30.0/24,33,-97
50.116.31.0/24,33,-97
66.175.208.0/24,41,-74
66.175.209.0/24,41,-74
66.175.210.0/24,41,-74
66.175.211.0/24,41,-74
66.175.212.0/24,41,-74
66.175.213.0/24,41,-74
66.175.214.0/24,41,-74
66.175.215.0/24,41,-74
66.175.216.0/24,38,-122
66.175.217.0/24,38,-122
66.175.218.0/24,38,-122
66.175.219.0/24,38,-122
66.175.220.0/24,38,-122
66.175.221.0/24,38,-122
66.175.222.0/24,38,-122
66.175.223.0/24,38,-122
198.58.96.0/24,33,-97
198.58.97.0/24,33,-97
198.58.98.0/24,33,-97
198.58.99.0/24,33,-97
198.58.100.0/24,33,-97
198.58.101.0/24,33,-97
198.58.102.0/24,33,-97
198.58.103.0/24,33,-97
198.58.104.0/24,33,-97
198.58.105.0/24,33,-97
198.58.106.0/24,33,-97
198.58.107.0/24,33,-97
198.58.109.0/24,33,-97
198.58.110.0/24,33,-97
198.58.111.0/24,33,-97
198.58.112.0/24,33,-97
198.58.113.0/24,33,-97
198.58.114.0/24,33,-97
198.58.115.0/24,33,-97
198.58.116.0/24,33,-97
198.58.117.0/24,33,-97
198.58.118.0/24,33,-97
198.58.119.0/24,33,-97
198.58.120.0/24,33,-97
198.58.122.0/24,33,-97
198.58.123.0/24,33,-97
198.58.124.0/24,33,-97
198.58.125.0/24,33,-97
198.58.126.0/24,33,-97
198.58.127.0/24,33,-97
198.74.48.0/24,38,-122
198.74.49.0/24,38,-122
198.74.50.0/24,38,-122
198.74.51.0/24,38,-122
198.74.56.0/24,41,-74
198.74.57.0/24,41,-74
198.74.58.0/24,41,-74
198.74.59.0/24,41,-74
198.74.60.0/24,41,-74
198.74.61.0/24,41,-74
198.74.62.0/24,41,-74
198.74.52.0/24,34,-84
198.74.53.0/24,34,-84
198.74.54.0/24,34,-84
198.74.55.0/24,34,-84
192.155.80.0/24,38,-122
192.155.81.0/24,38,-122
192.155.82.0/24,38,-122
192.155.83.0/24,38,-122
192.155.84.0/24,38,-122
192.155.85.0/24,38,-122
192.155.86.0/24,38,-122
192.155.87.0/24,38,-122
192.155.88.0/24,41,-74
192.155.89.0/24,41,-74
192.155.90.0/24,41,-74
192.155.91.0/24,41,-74
192.155.92.0/24,34,-84
192.155.93.0/24,34,-84
192.155.94.0/24,34,-84
192.155.95.0/24,34,-84
192.81.128.0/24,38,-122
192.81.129.0/24,38,-122
192.81.130.0/24,38,-122
192.81.131.0/24,38,-122
192.81.132.0/24,38,-122
192.81.133.0/24,38,-122
192.81.134.0/24,38,-122
192.81.135.0/24,38,-122
162.216.16.0/24,41,-74
162.216.17.0/24,41,-74
162.216.18.0/24,41,-74
162.216.19.0/24,41,-74
23.92.16.0/24,41,-74
23.92.17.0/24,41,-74
23.92.18.0/24,41,-74
23.92.19.0/24,41,-74
23.92.20.0/24,41,-74
23.92.21.0/24,41,-74
23.92.22.0/24,41,-74
23.92.24.0/24,38,-122
23.92.25.0/24,38,-122
23.92.26.0/24,38,-122
23.92.27.0/24,38,-122
23.92.28.0/24,34,-84
23.92.29.0/24,34,-84
23.92.30.0/24,34,-84
23.92.31.0/24,34,-84
23.239.0.0/24,38,-122
23.239.1.0/24,38,-122
23.239.2.0/24,38,-122
23.239.3.0/24,38,-122
23.239.4.0/24,38,-122
23.239.5.0/24,38,-122
23.239.7.0/24,38,-122
23.239.16.0/24,34,-84
23.239.17.0/24,34,-84
23.239.18.0/24,34,-84
23.239.19.0/24,34,-84
23.239.8.0/24,41,-74
23.239.9.0/24,41,-74
23.239.10.0/24,41,-74
23.239.11.0/24,41,-74
23.239.12.0/24,41,-74
23.239.13.0/24,41,-74
23.239.14.0/24,41,-74
23.239.15.0/24,41,-74
23.239.24.0/24,33,-97
23.239.25.0/24,33,-97
23.239.26.0/24,33,-97
23.239.27.0/24,33,-97
23.239.28.0/24,33,-97
23.239.29.0/24,33,-97
23.239.30.0/24,33,-97
23.239.31.0/24,33,-97
23.239.20.0/24,38,-122
23.239.21.0/24,38,-122
23.239.22.0/24,38,-122
23.239.23.0/24,38,-122
104.200.16.0/24,33,-97
104.200.17.0/24,33,-97
104.200.18.0/24,33,-97
104.200.19.0/24,33,-97
104.200.20.0/24,33,-97
104.200.21.0/24,33,-97
104.200.24.0/24,38,-122
104.200.25.0/24,38,-122
104.200.28.0/24,41,-74
104.200.29.0/24,41,-74
104.200.30.0/24,41,-74
104.200.31.0/24,41,-74
104.237.128.0/24,33,-97
104.237.129.0/24,33,-97
104.237.130.0/24,33,-97
104.237.131.0/24,33,-97
104.237.132.0/24,33,-97
104.237.133.0/24,33,-97
104.237.134.0/24,33,-97
104.237.135.0/24,33,-97
104.237.152.0/24,38,-122
104.237.153.0/24,38,-122
104.237.154.0/24,38,-122
104.237.155.0/24,38,-122
104.237.156.0/24,38,-122
104.237.157.0/24,38,-122
104.237.158.0/24,38,-122
104.237.159.0/24,38,-122
104.237.136.0/24,33,-97
104.237.137.0/24,33,-97
104.237.138.0/24,33,-97
104.237.139.0/24,33,-97
104.237.140.0/24,33,-97
104.237.141.0/24,33,-97
104.237.142.0/24,33,-97
104.237.143.0/24,33,-97
104.237.144.0/24,41,-74
104.237.145.0/24,41,-74
104.237.146.0/24,41,-74
104.237.147.0/24,41,-74
104.237.149.0/24,41,-74
104.237.150.0/24,41,-74
104.237.151.0/24,41,-74
45.56.80.0/24,38,-122
45.56.81.0/24,38,-122
45.56.82.0/24,38,-122
45.56.83.0/24,38,-122
45.56.84.0/24,38,-122
45.56.85.0/24,38,-122
45.56.86.0/24,38,-122
45.56.87.0/24,38,-122
45.56.88.0/24,38,-122
45.56.89.0/24,38,-122
